,Legislator name,Legislative Effectiveness Score,Gender Estimates,Predicted Gender,Ethnicity Estimates,Predicted Ethnicity, bc, ec, cc, dc
282,Rashida Tlaib,1.410513401031494,"{'male': 0.0005844205913468423, 'female': 0.0001525961706792342}",male,"{'black': 0.10361155055443012, 'hispanic': 0.0021060625024363986, 'white': 0.0028014223224258647, 'asian': 0.8914809646207075}",asian,0.002866132104911093,2.719087608557582e-08,0.4698511930967684,0.6926829268292682
283,Jennifer Wexton,2.1147994995117188,"{'male': 0.0005011714296861897, 'female': 0.9985846963433417}",female,"{'black': 1.890550048199166e-05, 'hispanic': 0.0005244081825021862, 'white': 0.9990153169202014, 'asian': 0.0004413693968147319}",white,0.002779532769685203,1.337840936682574e-16,0.11463414634146342,0.7365853658536585
284,Stephen Lynch,1.0410737991333008,"{'male': 0.00036447186776375907, 'female': 0.0004776055969077428}",female,"{'black': 2.4225857607215498e-05, 'hispanic': 0.0054418914796348005, 'white': 0.9918947520345109, 'asian': 0.00263913062824717}",white,0.0024330900243309,3.643435964124368e-06,0.4422092770034843,0.35121951219512193
285,Cindy Axne,1.337895750999451,"{'male': 4.5193763269941404e-05, 'female': 0.9994727064463925}",female,"{'black': 1.5130033845252644e-05, 'hispanic': 0.0052537806302569426, 'white': 0.9889544860825594, 'asian': 0.0057766032533384535}",white,0.0029651991654687793,9.446670012391581e-12,0.3329406873614191,0.8829268292682927
286,Jesus Garcia,0.5572408437728882,"{'male': 0.00013631145134686403, 'female': 0.00012229945987255017}",male,"{'black': 1.426493844015571e-05, 'hispanic': 0.9997569760923647, 'white': 0.00011428420937857397, 'asian': 0.00011447475981644831}",hispanic,0.0028293893402844285,9.81053245114015e-15,0.201244918699187,0.9585365853658536
287,Joyce Beatty,1.2930370569229126,"{'male': 0.002139140358155932, 'female': 0.11471564708833058}",female,"{'black': 1.1772029486412462e-05, 'hispanic': 0.0008758628420449547, 'white': 0.9982759656150315, 'asian': 0.000836399513436886}",white,0.003175427087355893,6.482107887136333e-07,0.532640770852153,0.7853658536585366
288,Sean Casten,0.8515360951423645,"{'male': 0.9983801549106425, 'female': 1.021487310420241e-05}",male,"{'black': 0.00029155812627220946, 'hispanic': 0.05610957523826465, 'white': 0.9426973326706709, 'asian': 0.0009015339647927075}",white,0.0026768088119631214,4.931396507467856e-05,0.5982041014439995,0.7439024390243902
289,Emanuel Cleaver,1.721877098083496,"{'male': 0.0010344380184033261, 'female': 5.515756843219933e-05}",male,"{'black': 0.00012848351788540465, 'hispanic': 0.9345726995735296, 'white': 0.051985441813593616, 'asian': 0.013313375094991165}",hispanic,,,,
290,Bill Foster,0.6958767175674438,"{'male': 0.0014682451380900274, 'female': 0.00014086939925570235}",male,"{'black': 1.2135515507492474e-05, 'hispanic': 0.0010213419880663384, 'white': 0.9971685881170216, 'asian': 0.00179793437940448}",white,,,,
291,Tulsi Gabbard,0.5616512894630432,"{'male': 0.00030125123386130255, 'female': 5.1166853068043964e-05}",male,"{'black': 1.0528623678635454e-05, 'hispanic': 0.0010691259739552372, 'white': 0.9931949135829794, 'asian': 0.005725431819386501}",white,0.0024315971932830803,0.04233308932312041,0.6729719963866305,0.624390243902439
292,Josh Gottheimer,0.8726993799209595,"{'male': 0.010317572694202767, 'female': 0.0004908019011204681}",male,"{'black': 9.253066305533175e-06, 'hispanic': 0.002532690387184366, 'white': 0.9955221632032891, 'asian': 0.0019358933432209366}",white,0.0030552895916339893,1.5313414580729133e-06,0.5623512790005949,0.8317073170731707
293,Al Green,1.3915598392486572,"{'male': 0.13426359806466895, 'female': 0.0008208783479837711}",male,"{'black': 1.888143663561848e-05, 'hispanic': 0.004931186786547714, 'white': 0.991990340682178, 'asian': 0.0030595910946388766}",white,0.0025181807425922447,1.3233065726355825e-14,0.17796467619848613,0.5292682926829269
294,Denny Heck,1.341708064079285,"{'male': 0.1503433312151043, 'female': 0.00042385655711962297}",male,"{'black': 2.996692959207781e-05, 'hispanic': 0.012899466932783822, 'white': 0.9633595131191797, 'asian': 0.023711053018444138}",white,0.0024315971932830803,0.04709937486508413,0.6752130201523826,0.624390243902439
295,Patrick T. McHenry,0.6255089044570923,"{'male': 0.0001928436943381772, 'female': 7.055478113284107e-05}",male,"{'black': 1.6095852482482142e-05, 'hispanic': 0.0023186942558102246, 'white': 0.9964308116702456, 'asian': 0.0012343982214618105}",white,,,,
296,John Rose,0.0298204068094491,"{'male': 0.9984799343246212, 'female': 1.674869672405711e-05}",male,"{'black': 6.484232364319197e-05, 'hispanic': 0.002188253566482111, 'white': 0.9934974259808644, 'asian': 0.004249478129010787}",white,0.0033246112480525302,4.773241571252574e-07,0.5477676039218864,0.8682926829268293
297,Bill Posey,0.6386681199073792,"{'male': 0.0006531189715757365, 'female': 0.0018728809423554}",female,"{'black': 0.00010577630687347669, 'hispanic': 0.005087431670633722, 'white': 0.981519366023939, 'asian': 0.01328742599855387}",white,0.0024926866689461836,8.01098940600465e-06,0.4715668381173607,0.3975609756097561
298,Blaine Luetkemeyer,0.2286231219768524,"{'male': 0.0001338369654365778, 'female': 7.55551911520035e-05}",male,"{'black': 9.182371310546823e-05, 'hispanic': 0.0018571883596345516, 'white': 0.9973496918415989, 'asian': 0.000701296085661293}",white,,,,
299,Bryan Steil,0.2988791763782501,"{'male': 0.014645131908877434, 'female': 0.03766201191923324}",female,"{'black': 6.508154234775614e-06, 'hispanic': 0.0013310292274662718, 'white': 0.9978776143565967, 'asian': 0.0007848482617022765}",white,0.0024330900243309,1.594734490914156e-08,0.3980051429907271,0.40487804878048783
300,Steve Stivers,0.3167714178562164,"{'male': 0.004559617801598319, 'female': 0.00013951846102564256}",male,"{'black': 9.454039404093581e-05, 'hispanic': 0.0020542903000588474, 'white': 0.9962229137735241, 'asian': 0.00162825553237548}",white,0.0024271556584178977,0.00026506051994053926,0.5302022841656988,0.4121951219512195
301,Scott Tipton,1.7485308647155762,"{'male': 0.3834414949506211, 'female': 0.002654141051618137}",male,"{'black': 1.1631286938799377e-05, 'hispanic': 0.0010340616853789625, 'white': 0.9981270065179177, 'asian': 0.0008273005097642459}",white,0.0027791569583299966,0.0003450544625098851,0.6260670731707317,0.6878048780487804
302,Roger Williams,0.3267115652561188,"{'male': 0.14709621789922456, 'female': 0.0009574770770616559}",male,"{'black': 0.0031163191604937726, 'hispanic': 0.0122589860457575, 'white': 0.9808146167864307, 'asian': 0.0038100780073179667}",white,0.0027703762161676738,0.022179702074340935,0.7344492609808325,0.7731707317073171
303,Frank Lucas,0.5105558037757874,"{'male': 0.00788589868014834, 'female': 0.00014834520238043015}",male,"{'black': 1.3443687216696618e-05, 'hispanic': 0.004198346551456203, 'white': 0.9950878541989563, 'asian': 0.000700355562370791}",white,,,,
304,Andy Barr,2.2088539600372314,"{'male': 0.00426357029069673, 'female': 0.00047835989938018874}",male,"{'black': 2.5918270039619773e-05, 'hispanic': 0.0011942990681650086, 'white': 0.9972602186819851, 'asian': 0.0015195639798104175}",white,0.0024670285687384717,1.5011333690809575e-17,0.007317073170731708,0.6170731707317073
305,Ted Budd,0.5275022983551025,"{'male': 0.004155436458321272, 'female': 0.00023591389273907565}",male,"{'black': 1.812468006922528e-05, 'hispanic': 0.0005182094469246288, 'white': 0.9986264695438497, 'asian': 0.000837196329156908}",white,0.0024271556584178977,2.2635581911330983e-05,0.48953482524515973,0.4121951219512195
306,Warren Davidson,0.1093414947390556,"{'male': 0.014250665638467138, 'female': 5.204466107186518e-05}",male,"{'black': 2.244808075944158e-05, 'hispanic': 0.0007944273207082364, 'white': 0.997896713938011, 'asian': 0.0012864106605211128}",white,0.002718631190717194,0.0010973042105582162,0.666644392471322,0.7731707317073171
307,Sean Duffy,0.2415789067745208,"{'male': 0.021423814346429412, 'female': 0.0001005230246304827}",male,"{'black': 8.58315827798219e-06, 'hispanic': 0.00236669139063491, 'white': 0.9962708787142119, 'asian': 0.0013538467368754109}",white,0.0026920325676905023,6.407437296822646e-15,0.19154294803817604,0.8780487804878049
308,Tom Emmer,0.2802299857139587,"{'male': 0.14863300971159213, 'female': 0.007369527827140818}",male,"{'black': 0.0001459950339423132, 'hispanic': 0.002207980107034134, 'white': 0.9955973848137875, 'asian': 0.0020486400452362882}",white,,,,
309,Anthony Gonzalez,1.6093690395355225,"{'male': 0.9944591759735347, 'female': 8.803812681677252e-06}",male,"{'black': 9.782259901858848e-06, 'hispanic': 0.02508876700881259, 'white': 0.9729661373621621, 'asian': 0.0019353133691232872}",white,0.003097569567642981,1.647278331168563e-10,0.4188742964352721,0.9317073170731708
310,Lance Gooden,0.0695809498429298,"{'male': 0.0011489128404813655, 'female': 0.00010414711317793301}",male,"{'black': 1.2439739883807791e-05, 'hispanic': 0.000564938699628901, 'white': 0.9975386741078685, 'asian': 0.001883947452618653}",white,,,,
311,French Hill,1.4772007465362549,"{'male': 0.001090563377397664, 'female': 0.00013364168043843448}",male,"{'black': 3.0009307371483687e-05, 'hispanic': 0.003182195523981118, 'white': 0.9913297220117302, 'asian': 0.0054580731569169125}",white,0.0026674604734645306,1.1496448182362631e-17,0.03902439024390244,0.9609756097560975
312,Trey Hollingsworth,0.0795210897922515,"{'male': 0.005320686129248081, 'female': 4.29659683155368e-05}",male,"{'black': 2.0945838210929814e-05, 'hispanic': 0.0006975552982961351, 'white': 0.9984047757398916, 'asian': 0.0008767231236011286}",white,0.0025274349397380208,2.5343123269291827e-14,0.19684361549497847,0.7
313,Bill Huizenga,0.3068313002586365,"{'male': 0.00018243902062209497, 'female': 0.00010143181151016164}",male,"{'black': 0.9298396483532712, 'hispanic': 0.020608402842225194, 'white': 0.04888531412867112, 'asian': 0.0006666346758323954}",black,,,,
314,Peter King,1.4040781259536743,"{'male': 0.0005368204906971925, 'female': 7.764738647550687e-05}",male,"{'black': 7.907447824492037e-06, 'hispanic': 0.0023121046025616414, 'white': 0.9960191812971031, 'asian': 0.0016608066525110403}",white,,,,
315,David Kustoff,0.2931984663009643,"{'male': 0.0001573837189548795, 'female': 8.828222338213249e-05}",male,"{'black': 4.7846275868928506e-05, 'hispanic': 0.011773031292126979, 'white': 0.9772530489122314, 'asian': 0.010926073519772568}",white,0.002719112168129164,3.5221253887506285e-07,0.4573273789075919,0.6463414634146342
316,William Timmons,0.2273101955652237,"{'male': 0.008993153354566918, 'female': 8.604786262236657e-05}",male,"{'black': 1.3242730365266111e-05, 'hispanic': 0.0013641347839916172, 'white': 0.9981226044464399, 'asian': 0.0005000180392028285}",white,,,,
317,Nita Lowey,10.302238464355469,"{'male': 0.03730174432463294, 'female': 0.005372707709927943}",male,"{'black': 1.9842822317176135e-05, 'hispanic': 0.0034946356045912315, 'white': 0.9726931433234423, 'asian': 0.02379237824964936}",white,0.0024271556584178977,0.0034646203187774054,0.567323270328892,0.4585365853658537
318,Grace Meng,1.0449007749557495,"{'male': 0.0007884058115555998, 'female': 0.0005025629150306978}",male,"{'black': 3.965327681783606e-06, 'hispanic': 0.00016936834350729963, 'white': 0.00040067529111731376, 'asian': 0.9994259910376935}",asian,0.002605090897314793,1.6968730902595826e-09,0.38533834586466165,0.5780487804878048
319,Chellie Pingree,0.7839431762695312,"{'male': 0.0007043761218935529, 'female': 0.00019542573751645906}",male,"{'black': 1.0891295191736504e-05, 'hispanic': 0.06631261255736917, 'white': 0.0782624026482785, 'asian': 0.8554140934991606}",asian,0.00280170217799624,1.7329453795052746e-13,0.2449217327994175,0.7731707317073171
320,Mark Pocan,0.7891302704811096,"{'male': 0.058252946861183895, 'female': 0.001268029652222254}",male,"{'black': 6.855358709303385e-06, 'hispanic': 0.0013802794484811325, 'white': 0.9976454167906975, 'asian': 0.0009674484021121853}",white,0.0038179040970550376,7.74504965886253e-06,0.6414255415846083,0.9243902439024391
321,David Price,0.4879726469516754,"{'male': 0.001260736119057165, 'female': 0.0038170641988319975}",female,"{'black': 1.0024854288647162e-05, 'hispanic': 0.0012321589639033464, 'white': 0.9979070617092126, 'asian': 0.0008507544725953188}",white,0.0024271556584178977,0.008291064544878471,0.5844757624678214,0.4585365853658537
322,Mike Quigley,2.053528308868408,"{'male': 0.0002848301143912026, 'female': 6.53797923459288e-05}",male,"{'black': 1.6013785687665102e-05, 'hispanic': 0.00122144952652055, 'white': 0.9981732508756493, 'asian': 0.0005892858121428027}",white,,,,
323,Dutch Ruppersberger,0.5204959511756897,"{'male': 0.0002406587603045556, 'female': 4.4577243191194244e-05}",male,"{'black': 1.3154045680149098e-05, 'hispanic': 0.0010306406716000514, 'white': 0.996635173694811, 'asian': 0.0023210315879083994}",white,0.0026036152679436812,4.431297382947387e-09,0.3989198606271777,0.551219512195122
324,Lucille Roybal-Allard,1.1562577486038208,"{'male': 0.0002496827042714529, 'female': 6.266876350727988e-05}",male,"{'black': 1.4232811958250922e-05, 'hispanic': 0.09145683277950506, 'white': 0.90802746115403, 'asian': 0.0005014732545065408}",white,0.0028199696636911483,2.386507606912759e-13,0.2577539133600291,0.824390243902439
325,Tim Ryan,0.8535080552101135,"{'male': 0.9392640823692455, 'female': 0.0001802516717605492}",male,"{'black': 1.025707450162038e-05, 'hispanic': 0.0016209186591680102, 'white': 0.9909429455513178, 'asian': 0.007425878715012532}",white,0.003016588516551369,4.9335590667290965e-09,0.46976626016260165,0.8585365853658536
326,José Serrano,1.935861349105835,"{'male': 0.0022530804764849545, 'female': 0.00017411035005520764}",male,"{'black': 0.00033549482287463, 'hispanic': 0.9964696681101137, 'white': 0.0004959152741779064, 'asian': 0.002698921792833899}",hispanic,,,,
327,Norma Torres,0.783873975276947,"{'male': 0.0008303193228430804, 'female': 0.0004918248966516471}",male,"{'black': 2.3380617224844683e-05, 'hispanic': 0.9995412527337372, 'white': 0.0002949336930622916, 'asian': 0.000140432955975731}",hispanic,0.002873390936481608,3.3658728410892106e-08,0.46954679121259296,0.6780487804878049
328,Peter Visclosky,0.5253108143806458,"{'male': 0.00022169904691288144, 'female': 4.7125795118390176e-05}",male,"{'black': 7.798697575397842e-06, 'hispanic': 0.005675045731002395, 'white': 0.9930372070932608, 'asian': 0.001279948478161098}",white,0.0028465432837245655,1.0627859801347461e-12,0.30817073170731707,0.8780487804878049
329,Debbie Wasserman Schultz,0.9178979396820068,"{'male': 0.00011428492146632222, 'female': 0.0001186958493296643}",female,"{'black': 4.688239591135886e-06, 'hispanic': 0.005855723703203492, 'white': 0.992035381250248, 'asian': 0.0021042068069573898}",white,,,,
330,Bonnie Watson Coleman,0.7169581651687622,"{'male': 0.000125929877410356, 'female': 9.423671865633291e-05}",male,"{'black': 9.898904709299051e-05, 'hispanic': 0.0007650160020455081, 'white': 0.9985094005067098, 'asian': 0.0006265944441515985}",white,,,,
331,Betty McCollum,1.4245418310165403,"{'male': 0.0027030834927938953, 'female': 0.00033544336059536064}",male,"{'black': 1.930671597791764e-05, 'hispanic': 0.003426900761452076, 'white': 0.9956114837723435, 'asian': 0.0009423087502268769}",white,0.0024271556584178977,0.004321254161184069,0.5716049927226217,0.4585365853658537
332,Brenda Lawrence,0.2454857975244522,"{'male': 0.9904826995509961, 'female': 2.5057308839718655e-05}",male,"{'black': 5.840169744525492e-05, 'hispanic': 0.0012116980334212323, 'white': 0.9977827894225787, 'asian': 0.0009471108465547898}",white,0.0028714097665062392,2.9746164749684125e-06,0.5557621077643441,0.7731707317073171
333,Barbara Lee,1.0366603136062622,"{'male': 0.01273459728171435, 'female': 0.024024531972068074}",female,"{'black': 4.8253920964280336e-05, 'hispanic': 0.0006766521981549106, 'white': 0.8854048666735681, 'asian': 0.11387022720731264}",white,0.0030157256353153714,8.053310393300322e-10,0.43266747599602695,0.8975609756097561
334,Rosa L. DeLauro,2.294918298721313,"{'male': 0.00020085944850975894, 'female': 0.0001352890356317663}",male,"{'black': 3.255862131655959e-06, 'hispanic': 0.9980518172648452, 'white': 0.0018405666253276456, 'asian': 0.00010436024769589804}",hispanic,,,,
335,Cheri Bustos,0.91426819562912,"{'male': 0.9291505995003719, 'female': 0.0005400601907565019}",male,"{'black': 7.292137099382532e-06, 'hispanic': 0.9983772047050289, 'white': 0.0011471184394633094, 'asian': 0.00046838471840855}",hispanic,0.0024330900243309,9.510617288458133e-16,0.10670731707317074,0.2682926829268293
336,Matt Cartwright,1.7309863567352295,"{'male': 0.00039359974204615863, 'female': 7.412995743920217e-05}",male,"{'black': 1.9287524841137398e-05, 'hispanic': 0.0007595643633570032, 'white': 0.9983866018191667, 'asian': 0.0008345462926352406}",white,0.002892577571520106,7.501901543817564e-07,0.5229268292682927,0.7731707317073171
337,Katherine Clark,0.1590421795845031,"{'male': 0.000845198409459493, 'female': 0.00010680597846006193}",male,"{'black': 3.6833219610607604e-05, 'hispanic': 0.15017599523408265, 'white': 0.8438742424716331, 'asian': 0.00591292907467348}",white,0.002599521148358639,2.394442420233746e-15,0.1498702646600934,0.7536585365853659
338,Charlie Crist,1.2312413454055786,"{'male': 0.9242302963866337, 'female': 5.965612765247396e-05}",male,"{'black': 0.00016771513410394887, 'hispanic': 0.2014258553899666, 'white': 0.7964000468615929, 'asian': 0.0020063826143367587}",white,0.002673485450315901,7.243547311673567e-05,0.6074972966478434,0.7439024390243902
339,Henry Cuellar,1.2490119934082031,"{'male': 0.0002186450460759082, 'female': 0.00012168753481155584}",male,"{'black': 9.129970371444265e-06, 'hispanic': 0.9990058199657501, 'white': 0.00043699563533001513, 'asian': 0.0005480544285484946}",hispanic,,,,
340,Lois Frankel,0.3981986939907074,"{'male': 0.000507432489455551, 'female': 5.095716246055483e-05}",male,"{'black': 1.007678930083232e-05, 'hispanic': 0.0016530462600520635, 'white': 0.9962556083750611, 'asian': 0.002081268575586451}",white,0.002534767344102699,1.161449389873464e-10,0.32123735871505055,0.551219512195122
341,Marcy Kaptur,0.5755645036697388,"{'male': 0.003537454599764394, 'female': 0.0013921200379090508}",male,"{'black': 3.846773150246524e-05, 'hispanic': 0.013132825859184094, 'white': 0.9603571733558035, 'asian': 0.026471533053509837}",white,0.0028560506696733326,4.731311873050496e-10,0.41674871335869323,0.8585365853658536
342,Derek Kilmer,1.1920127868652344,"{'male': 0.005709384969083704, 'female': 0.00014119486503015122}",male,"{'black': 1.435694844150344e-05, 'hispanic': 0.0008927804772514334, 'white': 0.998290162320036, 'asian': 0.0008027002542715785}",white,0.0024330900243309,1.1314405664237765e-17,0.05365853658536585,0.15121951219512195
343,Ann Kirkpatrick,0.0596408136188983,"{'male': 0.001066457994226195, 'female': 6.444473281307758e-05}",male,"{'black': 5.706626518689515e-05, 'hispanic': 0.0013940899453960764, 'white': 0.9962415343492973, 'asian': 0.002307309440119691}",white,,,,
344,Tom Cole,0.3484980165958404,"{'male': 0.014522927285118921, 'female': 0.0005343471396476734}",male,"{'black': 2.4203331996387784e-05, 'hispanic': 0.019346579640086924, 'white': 0.9776001200307922, 'asian': 0.0030290969971246227}",white,0.002659120162981703,2.6686524863463943e-15,0.16067750677506773,0.8902439024390244
345,Kay Granger,0.0,"{'male': 0.0017759941957315882, 'female': 0.00020772229230252775}",male,"{'black': 8.528032086353799e-06, 'hispanic': 0.0023571649938231003, 'white': 0.9955762959461194, 'asian': 0.0020580110279711434}",white,0.002673485450315901,9.978919471608207e-05,0.6144731349513984,0.7439024390243902
346,Robert Aderholt,0.0198802724480628,"{'male': 0.00029855763360498203, 'female': 5.612812756995087e-05}",male,"{'black': 0.0001449060784729415, 'hispanic': 0.0006041077531105943, 'white': 0.9984408556029929, 'asian': 0.0008101305654239112}",white,0.002515927516284727,4.040913602926659e-12,0.2596830392267056,0.551219512195122
347,John Moolenaar,0.0497006773948669,"{'male': 0.024873379217791463, 'female': 0.0005792389540272246}",male,"{'black': 2.023917819888718e-05, 'hispanic': 0.0015551143265148774, 'white': 0.9969895970267905, 'asian': 0.0014350494684959312}",white,0.002706925469553126,0.005670753069431188,0.7040077361126034,0.7731707317073171
348,Dan Newhouse,0.2419601380825042,"{'male': 0.00014510147990491495, 'female': 0.00016206505510355242}",female,"{'black': 1.4385254709841806e-05, 'hispanic': 0.000757504535899049, 'white': 0.9985737640777891, 'asian': 0.0006543461316024941}",white,0.0024315971932830803,0.0721698599944718,0.6841843812933541,0.624390243902439
349,Steven Palazzo,0.0298204068094491,"{'male': 0.0004805508472201122, 'female': 4.9153074153340994e-05}",male,"{'black': 2.8842953658827342e-05, 'hispanic': 0.0009645181645730017, 'white': 0.9987742437481965, 'asian': 0.00023239513357170848}",white,0.0024271556584178977,0.08029546952817072,0.6814368070953437,0.6
350,John Rutherford,0.0616288408637046,"{'male': 0.5302610103904792, 'female': 0.00023258237160366082}",male,"{'black': 4.851849283947777e-05, 'hispanic': 0.0029401311232420124, 'white': 0.9939483281269429, 'asian': 0.003063022256975633}",white,0.0027563667532375484,2.954716666283952e-13,0.2625717360114777,0.8341463414634146
351,Michael K. Simpson,0.0596408136188983,"{'male': 0.00023628344986351986, 'female': 5.311898835706572e-05}",male,"{'black': 3.5801896948838226e-05, 'hispanic': 0.0048638829054546565, 'white': 0.9916050043981007, 'asian': 0.0034953107994955585}",white,,,,
352,Chris Stewart,0.7620748281478882,"{'male': 0.7009771855875355, 'female': 0.0005181878753233913}",male,"{'black': 4.266393492496791e-05, 'hispanic': 0.005256158174754455, 'white': 0.992050059362347, 'asian': 0.00265111852797324}",white,0.0026963000634887763,6.935338663758945e-13,0.27240137502046163,0.7195121951219512
353,Steve Womack,0.0099401362240314,"{'male': 0.00048420865674892713, 'female': 3.980061716734438e-05}",male,"{'black': 8.334340824732586e-05, 'hispanic': 0.01622956977378079, 'white': 0.9778504084509105, 'asian': 0.005836678367061255}",white,0.001798112871639665,2.635980622354095e-05,0.48052444258348165,0.35121951219512193
354,Mark Amodei,0.3683782815933227,"{'male': 0.00031814852093673047, 'female': 0.0005582640820829822}",female,"{'black': 0.000565910241354689, 'hispanic': 0.0005775969449367273, 'white': 0.9967518501884389, 'asian': 0.0021046426252695353}",white,,,,
355,Ken Calvert,0.2932676076889038,"{'male': 0.9206842931584754, 'female': 5.8128379360000414e-05}",male,"{'black': 1.1087597245478682e-05, 'hispanic': 0.0016469147379606739, 'white': 0.9964474773844089, 'asian': 0.0018945202803851136}",white,0.002944273273561155,2.5634725109979776e-11,0.3570023603461841,0.8829268292682927
356,John Carter,0.0795210897922515,"{'male': 0.7613002327801134, 'female': 0.0002162532903852686}",male,"{'black': 0.00011294600387068054, 'hispanic': 0.004058925923021415, 'white': 0.9871805584975477, 'asian': 0.008647569575560461}",white,0.002694515096476643,2.0254859927687385e-15,0.15900116144018583,0.9097560975609756
357,Mario Diaz-Balart,0.0695809498429298,"{'male': 0.00015966354408441713, 'female': 6.290830737741703e-05}",male,"{'black': 8.979549572766562e-06, 'hispanic': 0.9994806694478143, 'white': 0.0004386355924438278, 'asian': 7.171541016900534e-05}",hispanic,0.002710891137804217,0.0014786862240098887,0.6736408384492009,0.7731707317073171
358,Charles J. Fleischmann,0.237250342965126,"{'male': 0.00011702638342601995, 'female': 0.00011261720113034776}",male,"{'black': 1.3859548056376678e-05, 'hispanic': 0.002023627384565042, 'white': 0.9972368780431076, 'asian': 0.000725635024270756}",white,,,,
359,Jeffrey Fortenberry,0.6000170707702637,"{'male': 0.000554722519898783, 'female': 5.949010498649415e-05}",male,"{'black': 5.32241871493837e-05, 'hispanic': 0.010898092603016187, 'white': 0.9835665129675327, 'asian': 0.005482170242301974}",white,,,,
360,Jaime Herrera Beutler,0.0894612222909927,"{'male': 0.00011744811158213546, 'female': 0.0001653849568409728}",female,"{'black': 2.217969060158257e-05, 'hispanic': 0.9995922510921, 'white': 0.0002956838799943072, 'asian': 8.988533730390838e-05}",hispanic,,,,
361,David Joyce,1.352238416671753,"{'male': 3.962030516570322e-05, 'female': 0.9992303466723131}",female,"{'black': 1.0472821527223611e-05, 'hispanic': 0.0009171491331458519, 'white': 0.9976464190181881, 'asian': 0.0014259590271391471}",white,0.0028946483121885585,3.8221842169812584e-10,0.40629246018487586,0.8536585365853658
362,Tom Graves,0.6373552083969116,"{'male': 0.0010374864997842398, 'female': 5.653738491733849e-05}",male,"{'black': 5.6151103363061025e-06, 'hispanic': 0.0025246837217796085, 'white': 0.9950739942730832, 'asian': 0.002395706894800488}",white,0.003248214806853931,2.0351759682414197e-06,0.5927596257094647,0.8878048780487805
363,Tom Graves,0.0099401362240314,"{'male': 0.0010374864997842398, 'female': 5.653738491733849e-05}",male,"{'black': 5.6151103363061025e-06, 'hispanic': 0.0025246837217796085, 'white': 0.9950739942730832, 'asian': 0.002395706894800488}",white,0.003248214806853931,2.0351759682414197e-06,0.5927596257094647,0.8878048780487805
364,Elissa Slotkin,1.2889918088912964,"{'male': 0.0009250783436712716, 'female': 3.940245426472545e-05}",male,"{'black': 1.2245402339888587e-05, 'hispanic': 0.0014062787891988469, 'white': 0.9971373045720229, 'asian': 0.0014441712364380596}",white,0.003480930384940047,1.158238907990028e-08,0.49304977196113425,0.9048780487804878
365,Ro Khanna,2.606457471847534,"{'male': 0.0005531850528049514, 'female': 0.7496060910151332}",female,"{'black': 2.4628309764146155e-06, 'hispanic': 0.00023435200446060507, 'white': 0.0012171481432420484, 'asian': 0.9985460370213208}",asian,,,,
366,Andrew Kim,1.845918655395508,"{'male': 0.9981884403913475, 'female': 1.3979365080294706e-05}",male,"{'black': 2.85968085414013e-05, 'hispanic': 0.001209972683384715, 'white': 0.04915780509662401, 'asian': 0.9496036254114495}",asian,0.002505700043827546,1.7328024543497864e-05,0.5351184997699033,0.6439024390243903
367,Rick Larsen,0.2404694408178329,"{'male': 0.0005770595186372629, 'female': 4.2831477473274084e-05}",male,"{'black': 6.759641126049138e-05, 'hispanic': 0.00046563802948402074, 'white': 0.9987216901079814, 'asian': 0.0007450754512736438}",white,,,,
368,Elaine Luria,3.476335525512696,"{'male': 8.909493679636156e-05, 'female': 0.9670671707810733}",female,"{'black': 0.003281408481077841, 'hispanic': 0.06001661201833073, 'white': 0.6361739441669166, 'asian': 0.3005280353336748}",white,0.0027040610191853913,0.004143811162831078,0.6969931317938457,0.7731707317073171
369,Seth Moulton,0.6349627375602722,"{'male': 0.002400880309625114, 'female': 7.462631225546122e-05}",male,"{'black': 2.9338386195674845e-05, 'hispanic': 0.00030801944477048973, 'white': 0.9991818517074764, 'asian': 0.00048079046155773597}",white,0.0024330900243309,2.098976566935407e-09,0.35547536087605774,0.40487804878048783
370,Mikie Sherrill,0.6107538938522339,"{'male': 0.007938878895313018, 'female': 0.004503669718067241}",male,"{'black': 1.3836255634645228e-05, 'hispanic': 0.0010488476330073131, 'white': 0.9978645480998706, 'asian': 0.0010727680114879146}",white,0.0027050324811574893,4.5253501936482174e-13,0.2702819581387303,0.6804878048780488
371,Jackie Speier,0.985162079334259,"{'male': 0.0009736874429192787, 'female': 4.7630996468909926e-05}",male,"{'black': 0.00011649434806001945, 'hispanic': 0.0022646607477377783, 'white': 0.9944824678540709, 'asian': 0.003136377050131661}",white,0.0026943465267991323,5.603318971427309e-13,0.2790001729804532,0.8073170731707318
372,Xochitl Torres Small,1.7758245468139648,"{'male': 0.00012521717427822857, 'female': 9.547140649120019e-05}",male,"{'black': 3.996751596854416e-05, 'hispanic': 0.9992459455058085, 'white': 0.0004284297777925362, 'asian': 0.0002856572004303506}",hispanic,0.002873390936481608,3.025258744056113e-08,0.4671816682579637,0.6780487804878049
373,Filemon Vela,0.360860526561737,"{'male': 0.0002423718518585999, 'female': 0.0008544207573604219}",female,"{'black': 0.009355135726202274, 'hispanic': 0.2581426263867807, 'white': 0.7137643443573898, 'asian': 0.018737893529627177}",white,0.0024330900243309,4.166272397981118e-08,0.4183078321466444,0.40487804878048783
